GP_PRACTICE_CODE,POSTCODE,CCG_CODE,NHSE_AREA_TEAM_CODE,NHSE_REGION_CODE,TOTAL_ALL,TOTAL_MALE,TOTAL_FEMALES
E85098,UB5 5DZ,07W,Q71,Y56,3589,1783,1806
E85099,W13 8LA,07W,Q71,Y56,2891,1426,1465
E85103,UB1 2PH,07W,Q71,Y56,3201,1703,1498
E85105,UB5 6WL,07W,Q71,Y56,2152,1103,1049
E85107,W3 8QH,07W,Q71,Y56,7244,3335,3909
E85108,UB5 5HB,07W,Q71,Y56,5327,2689,2638
E85109,W3 8QE,07W,Q71,Y56,3290,1694,1596
E85110,SW6 2FE,08C,Q71,Y56,2882,1412,1470
E85111,UB6 8HX,07W,Q71,Y56,3195,1607,1588
E85112,UB6 0PA,07W,Q71,Y56,4995,2579,2416
E85113,TW3 2DY,07Y,Q71,Y56,6157,3100,3057
E85114,UB2 5QY,07Y,Q71,Y56,7265,3594,3671
E85115,TW14 9EF,07Y,Q71,Y56,2663,1303,1360
E85116,W7 1DR,07W,Q71,Y56,4507,2132,2375
E85117,TW1 1EU,07Y,Q71,Y56,3298,1667,1631
E85118,SW6 1BG,08C,Q71,Y56,6917,3295,3622
E85119,UB1 1LA,07W,Q71,Y56,6469,3459,3010
E85120,W13 8ER,07W,Q71,Y56,8306,4036,4270
E85121,UB1 1EE,07W,Q71,Y56,11353,6675,4678
E85122,W5 3TX,07W,Q71,Y56,15297,7564,7733
E85123,W5 2HS,07W,Q71,Y56,5796,2992,2804
E85124,SW6 7SX,08C,Q71,Y56,2957,1503,1454
E85125,W14 0HX,08C,Q71,Y56,4782,2266,2516
E85126,TW3 3LN,07Y,Q71,Y56,7883,4128,3755
E85127,UB5 4SR,07W,Q71,Y56,9199,4587,4612
E85128,SW6 2FE,08C,Q71,Y56,8040,3728,4312
E85129,UB6 9EN,07W,Q71,Y56,5591,2848,2743
E85130,W4 1BB,07W,Q71,Y56,3867,1840,2027
E85600,TW3 2DY,07Y,Q71,Y56,4622,2351,2271
E85605,TW8 8DS,07Y,Q71,Y56,7140,3627,3513
E85617,W3 9BA,07W,Q71,Y56,2828,1538,1290
E85623,UB1 2TS,07W,Q71,Y56,2270,1356,914
E85624,W12 7FG,08C,Q71,Y56,6516,3550,2966
E85625,W4 1RX,07Y,Q71,Y56,3405,1699,1706
E85628,W7 2JJ,07W,Q71,Y56,8498,4150,4348
E85630,W3 7TY,07W,Q71,Y56,3395,1766,1629
E85633,UB1 2PT,07W,Q71,Y56,7217,4152,3065
E85635,W3 7RG,07W,Q71,Y56,4888,2449,2439
E85636,W6 0QG,08C,Q71,Y56,8766,4119,4647
E85640,W3 6DL,07W,Q71,Y56,2963,1657,1306
E85643,UB5 4LZ,07W,Q71,Y56,5345,2846,2499
E85649,SW6 7PP,08C,Q71,Y56,2280,1345,935
E85656,UB1 1HS,07W,Q71,Y56,3650,2060,1590
E85657,W5 4RH,07W,Q71,Y56,9417,4788,4629
E85658,W4 1NU,07Y,Q71,Y56,4275,2259,2016
E85659,W12 7FG,08C,Q71,Y56,1718,893,825
E85663,UB1 2AY,07W,Q71,Y56,9247,5709,3538
E85672,SW6 7HS,08C,Q71,Y56,1482,759,723
E85673,W12 8LH,08C,Q71,Y56,3341,1664,1677
E85677,W3 6PH,07W,Q71,Y56,4120,2112,2008
E85680,W3 0DF,07W,Q71,Y56,8047,3834,4213
E85681,TW5 9ER,07Y,Q71,Y56,7855,4003,3852
E85682,UB1 2LU,07W,Q71,Y56,7083,3582,3501
E85683,W4 2BD,07Y,Q71,Y56,4418,2094,2324
E85685,SW6 5RS,08C,Q71,Y56,7967,3719,4248
E85686,TW7 7DJ,07Y,Q71,Y56,4580,2450,2130
E85687,W4 5DG,07W,Q71,Y56,1062,583,479
E85692,W4 4BJ,07Y,Q71,Y56,7245,3388,3857
E85693,W4 3ET,07Y,Q71,Y56,7400,3613,3787
E85694,W5 3AJ,07W,Q71,Y56,3424,1725,1699
E85696,TW4 7LR,07Y,Q71,Y56,9337,6229,3108
E85697,TW14 8AG,07Y,Q71,Y56,5179,2607,2572
E85699,TW14 8SN,07Y,Q71,Y56,5147,2500,2647
E85700,TW13 4GU,07Y,Q71,Y56,2142,1098,1044
E85705,W3 6BA,07W,Q71,Y56,1166,624,542
E85707,TW5 9BJ,07Y,Q71,Y56,4503,2335,2168
E85708,TW14 0AB,07Y,Q71,Y56,4523,2423,2100
E85712,UB5 6WL,07W,Q71,Y56,5604,2769,2835
E85713,TW3 4DH,07Y,Q71,Y56,3746,2039,1707
E85714,W5 1RQ,07W,Q71,Y56,2959,1504,1455
E85715,UB5 6WL,07W,Q71,Y56,3965,1925,2040
E85716,TW3 3ET,07Y,Q71,Y56,8832,4691,4141
E85718,TW14 9PY,07Y,Q71,Y56,4812,2583,2229
E85719,SW6 4HS,08C,Q71,Y56,10097,4689,5408
E85721,UB1 1PZ,07W,Q71,Y56,2489,1400,1089
E85723,UB5 6BG,07W,Q71,Y56,4392,2269,2123
E85724,TW3 3RN,07Y,Q71,Y56,2650,1359,1291
E85725,UB5 4NY,07W,Q71,Y56,6433,3360,3073
E85726,W13 9NZ,07W,Q71,Y56,2821,1449,1372
E85727,TW4 7NN,07Y,Q71,Y56,3142,1654,1488
E85728,UB6 8TG,07W,Q71,Y56,1824,958,866
E85731,W7 1DR,07W,Q71,Y56,3048,1531,1517
E85732,TW8 8DS,07Y,Q71,Y56,2172,1128,1044
E85733,UB1 2AX,07W,Q71,Y56,1740,978,762
E85734,TW13 4GU,07Y,Q71,Y56,5425,2767,2658
E85735,TW8 8DS,07Y,Q71,Y56,2805,1476,1329
E85736,TW13 5JG,07Y,Q71,Y56,6031,2901,3130
E85739,TW5 9ER,07Y,Q71,Y56,5526,2842,2684
E85740,W5 1JQ,07W,Q71,Y56,2055,1088,967
E85743,UB1 2RX,07W,Q71,Y56,3056,1631,1425
E85744,TW7 7DJ,07Y,Q71,Y56,5796,2828,2968
E85745,UB1 2TJ,07W,Q71,Y56,7571,4182,3389
E85746,W4 3JL,07Y,Q71,Y56,3189,1590,1599
E85748,W12 0NF,08C,Q71,Y56,6548,3589,2959
E85750,TW7 4HQ,07Y,Q71,Y56,7980,4186,3794
E85755,UB2 5TH,07Y,Q71,Y56,1457,821,636
E86001,HA6 2RG,08G,Q71,Y56,10913,5349,5564
E86003,UB3 2PB,08G,Q71,Y56,3881,1948,1933
E86004,UB7 7PJ,08G,Q71,Y56,9846,4982,4864
E86005,UB10 9JX,08G,Q71,Y56,6511,3203,3308
E86006,HA5 1TG,08G,Q71,Y56,7552,3674,3878
E86007,UB9 6JY,08G,Q71,Y56,9470,4732,4738
E86009,UB8 1SD,08G,Q71,Y56,7000,3452,3548
E86010,UB7 7DP,08G,Q71,Y56,10525,5380,5145
E86011,HA4 9EY,08G,Q71,Y56,6012,2930,3082
E86012,HA4 6ER,08G,Q71,Y56,11597,5761,5836
E86014,HA4 9LZ,08G,Q71,Y56,4637,2293,2344
E86015,UB8 1UB,08G,Q71,Y56,15851,7913,7938
E86016,UB4 8RB,08G,Q71,Y56,5664,2933,2731
E86017,UB3 4NA,08G,Q71,Y56,9401,4994,4407
E86018,UB3 3DZ,08G,Q71,Y56,9119,4695,4424
E86019,UB4 0SF,08G,Q71,Y56,7159,3559,3600
E86020,UB4 9AJ,08G,Q71,Y56,4757,2490,2267
E86022,HA5 1TG,08G,Q71,Y56,6741,3336,3405
E86024,HA4 7AE,08G,Q71,Y56,5623,2809,2814
E86026,UB8 3LA,08G,Q71,Y56,5915,3017,2898
E86027,UB7 8PE,08G,Q71,Y56,6757,3410,3347
E86028,HA6 3BG,08G,Q71,Y56,7352,3563,3789
E86029,UB4 8DD,08G,Q71,Y56,10040,4941,5099
E86030,UB8 3PH,08G,Q71,Y56,11440,6633,4807
E86033,HA4 8BE,08G,Q71,Y56,5657,2854,2803
E86034,UB8 3NA,08G,Q71,Y56,2121,1093,1028
E86036,UB10 9QF,08G,Q71,Y56,7307,3582,3725
E86038,UB3 5DA,08G,Q71,Y56,6167,3326,2841
E86041,HA6 1TQ,08G,Q71,Y56,4368,2190,2178
E86042,UB7 7DP,08G,Q71,Y56,6611,3288,3323
E86605,HA4 7QU,08G,Q71,Y56,2122,1079,1043
E86609,UB3 4NS,08G,Q71,Y56,3196,1736,1460
E86610,UB4 9NS,08G,Q71,Y56,3519,1714,1805
E86612,UB4 0BE,08G,Q71,Y56,4588,2480,2108
E86615,HA4 0QR,08G,Q71,Y56,2223,1195,1028
E86618,HA6 1TQ,08G,Q71,Y56,5108,2701,2407
E86619,UB10 8SA,08G,Q71,Y56,2321,1131,1190
E86620,UB8 3NG,08G,Q71,Y56,4252,2139,2113
E86622,UB3 4JE,08G,Q71,Y56,2910,1550,1360
E86625,UB3 3HG,08G,Q71,Y56,3241,1689,1552
E86626,HA4 0NT,08G,Q71,Y56,6439,3279,3160
E86629,HA4 6TA,08G,Q71,Y56,3388,1749,1639
E86632,UB10 9JN,08G,Q71,Y56,6066,3158,2908
E86635,HA6 1TQ,08G,Q71,Y56,2631,1215,1416
E86637,UB3 5AB,08G,Q71,Y56,3631,1897,1734
E86640,HA4 7LW,08G,Q71,Y56,3064,1455,1609
E87002,SW1V 1SN,09A,Q71,Y56,13206,6462,6744
E87003,W10 6NX,08Y,Q71,Y56,4673,2357,2316
E87004,SW10 9DT,08Y,Q71,Y56,10135,5137,4998
E87005,SW1W 9PY,09A,Q71,Y56,6604,3248,3356
E87006,W2 1ND,09A,Q71,Y56,4639,2351,2288
E87007,W11 2SE,08Y,Q71,Y56,7512,3881,3631
E87008,W2 1LQ,09A,Q71,Y56,9002,4597,4405
E87009,W2 6HF,08Y,Q71,Y56,4320,2242,2078
E87010,W9 1HT,09A,Q71,Y56,6782,3582,3200
E87011,NW8 8EG,09A,Q71,Y56,7608,3910,3698
E87013,SW7 5RB,08Y,Q71,Y56,9475,4551,4924
E87014,SW1V 2HF,09A,Q71,Y56,9062,4692,4370
E87016,W11 3SL,08Y,Q71,Y56,8895,4245,4650
E87017,W9 1PP,09A,Q71,Y56,2523,1486,1037
E87021,W9 3JJ,08Y,Q71,Y56,3715,1849,1866
E87024,W10 5PG,08Y,Q71,Y56,5026,2717,2309
E87026,W10 5NT,08Y,Q71,Y56,2886,1569,1317
E87029,W11 4LA,08Y,Q71,Y56,7563,3471,4092
E87034,SW1V 3EB,09A,Q71,Y56,5126,2519,2607
E87037,W2 2HL,09A,Q71,Y56,6352,3257,3095
E87038,W9 3QT,08Y,Q71,Y56,4805,2500,2305
E87043,SW7 4HJ,08Y,Q71,Y56,6016,2828,3188
E87045,WC2H 9AA,09A,Q71,Y56,2730,1513,1217
E87046,W9 1NH,09A,Q71,Y56,7348,3440,3908
E87047,SW5 9AD,08Y,Q71,Y56,5706,3153,2553
E87048,SW7 4NQ,08Y,Q71,Y56,3086,1687,1399
E87050,W11 1QT,08Y,Q71,Y56,1732,864,868
E87052,W2 1ND,09A,Q71,Y56,2917,1657,1260
E87055,SW5 9JZ,08Y,Q71,Y56,2288,1231,1057
E87057,W10 4LY,08Y,Q71,Y56,3176,1716,1460
E87061,W11 3EP,08Y,Q71,Y56,9916,4795,5121
E87063,SW10 0UD,08Y,Q71,Y56,9324,4080,5244
E87065,W11 2EH,08Y,Q71,Y56,2916,1379,1537
E87066,W1T 6EU,09A,Q71,Y56,7520,4143,3377
E87067,W11 1PA,08Y,Q71,Y56,6139,3002,3137
E87069,W1D 3QS,09A,Q71,Y56,2521,1574,947
E87070,W1H 2HJ,09A,Q71,Y56,3941,2160,1781
E87071,SW7 2SU,08Y,Q71,Y56,2410,1119,1291
E87609,NW8 9NH,09A,Q71,Y56,12474,5733,6741
E87630,W2 1RU,08Y,Q71,Y56,2422,1316,1106
E87637,W2 5EH,08Y,Q71,Y56,4547,2243,2304
E87648,W1K 5LS,09A,Q71,Y56,2070,1240,830
E87649,W8 6PR,08Y,Q71,Y56,2229,1281,948
E87663,W9 1NZ,09A,Q71,Y56,2807,1676,1131
E87665,SW3 5RR,08Y,Q71,Y56,3634,1677,1957
E87670,W2 1NR,08Y,Q71,Y56,1890,1120,770
E87677,SW7 1LY,09A,Q71,Y56,13357,8946,4411
E87681,W2 5LT,09A,Q71,Y56,8480,4449,4031
E87682,W2 3QA,08Y,Q71,Y56,7927,4361,3566
E87691,SW1P 3PA,09A,Q71,Y56,251,189,62
E87694,SW1W 0QH,09A,Q71,Y56,248,142,106
E87699,W11 1PA,08Y,Q71,Y56,3074,1640,1434
E87701,W8 6EG,08Y,Q71,Y56,8089,3955,4134
E87702,SW7 4QS,08Y,Q71,Y56,1428,814,614
E87705,SW3 3JD,08Y,Q71,Y56,3298,1585,1713
E87706,W11 4ES,08Y,Q71,Y56,3883,2166,1717
E87711,SW3 4SR,08Y,Q71,Y56,297,286,11
E87714,W1D 3HZ,09A,Q71,Y56,4026,2387,1639
E87715,W8 5SX,08Y,Q71,Y56,5885,2893,2992
E87717,W1G 6BB,09A,Q71,Y56,1382,920,462
E87718,SW3 6PX,08Y,Q71,Y56,3147,1569,1578
E87720,W14 8HW,08Y,Q71,Y56,7110,3557,3553
E87722,W2 3ET,08Y,Q71,Y56,3116,1660,1456
E87723,W9 2AF,08Y,Q71,Y56,5385,2741,2644
E87727,W11 4EG,08Y,Q71,Y56,1687,894,793
E87733,W10 6DZ,08Y,Q71,Y56,3220,1621,1599
E87735,W10 4LY,08Y,Q71,Y56,1411,751,660
E87737,NW1 5LT,09A,Q71,Y56,8537,4312,4225
E87738,SW1X 0ET,08Y,Q71,Y56,8570,4228,4342
E87739,SW1P 4EN,09A,Q71,Y56,6293,3216,3077
E87740,SW1P 2BG,09A,Q71,Y56,1589,1359,230
E87741,W9 3XZ,09A,Q71,Y56,3759,1791,1968
E87742,W10 5NT,08Y,Q71,Y56,2524,1380,1144
E87745,W1G 9TQ,09A,Q71,Y56,5566,2831,2735
E87746,SW5 0EA,08Y,Q71,Y56,2490,1429,1061
E87750,SW5 9JA,08Y,Q71,Y56,1611,924,687
E87751,W10 4NJ,08Y,Q71,Y56,2273,1178,1095
E87753,SW1W 8NA,09A,Q71,Y56,6552,3014,3538
E87754,NW8 9SP,09A,Q71,Y56,6732,3284,3448
E87755,W10 4LY,08Y,Q71,Y56,2295,1318,977
E87756,W9 1NZ,09A,Q71,Y56,3394,1958,1436
E87762,SW10 0LR,08Y,Q71,Y56,3309,1698,1611
E87768,WC2R 2LS,09A,Q71,Y56,9140,4017,5123
E87772,W1F 8FL,09A,Q71,Y56,418,345,73
F81001,SS7 4EA,99F,Q57,Y55,11607,5640,5967
F81003,SS2 6LR,99G,Q57,Y55,4061,2093,1968
F81004,CM22 7EH,07H,Q57,Y55,9117,4489,4628
F81005,CO3 4RY,06T,Q57,Y55,8463,4174,4289
F81006,SS16 4HD,99E,Q57,Y55,6639,3377,3262
F81007,SS4 1AY,99F,Q57,Y55,12240,5892,6348
F81009,CB10 1EJ,07H,Q57,Y55,9947,4859,5088
F81010,RM15 4AD,07G,Q57,Y55,11733,5865,5868
F81011,CO5 9AG,06Q,Q57,Y55,4921,2408,2513
F81012,CO5 8RA,06T,Q57,Y55,7665,3745,3920
F81013,CM12 9DX,99E,Q57,Y55,10362,5018,5344
F81014,CM7 9AA,06Q,Q57,Y55,15930,7913,8017
F81015,CB10 1BP,07H,Q57,Y55,6681,3250,3431
F81016,CM19 5SJ,07H,Q57,Y55,5135,2557,2578
F81017,CO14 8PA,06T,Q57,Y55,10052,4767,5285
F81018,CO15 4DA,06T,Q57,Y55,7682,3715,3967
F81019,CO12 4EX,06T,Q57,Y55,17708,8704,9004
F81020,CM7 4BQ,06Q,Q57,Y55,6847,3415,3432
F81021,CO7 8PJ,06T,Q57,Y55,8469,4178,4291
F81022,CM9 5DF,06Q,Q57,Y55,14362,6903,7459
F81023,CM14 5WF,99E,Q57,Y55,12128,6015,6113
F81024,CM1 4UU,06Q,Q57,Y55,5923,2968,2955
F81025,SS16 5AD,99E,Q57,Y55,8580,4271,4309
F81026,CO13 9JT,06T,Q57,Y55,8191,3796,4395
F81027,CM18 7LU,07H,Q57,Y55,18019,8867,9152
F81028,CO7 9PP,06T,Q57,Y55,8384,4133,4251
F81029,SS16 5SB,99E,Q57,Y55,5733,2802,2931
F81030,CM8 1BH,06Q,Q57,Y55,16699,8087,8612
F81031,SS13 1AJ,99E,Q57,Y55,7407,3737,3670
F81032,SS7 3PR,99F,Q57,Y55,2385,1207,1178
F81033,SS11 7DD,99E,Q57,Y55,2924,1487,1437
F81034,CB11 3PY,07H,Q57,Y55,8060,3994,4066
F81035,CM2 9LG,06Q,Q57,Y55,8064,4000,4064
F81036,SS12 9NR,99E,Q57,Y55,14104,6891,7213
F81037,CO15 3PP,06T,Q57,Y55,10086,4892,5194
F81038,CM15 8AQ,99E,Q57,Y55,13515,6506,7009
F81040,CM4 9NF,06Q,Q57,Y55,3859,1920,1939
F81041,SS12 0AN,99E,Q57,Y55,9978,4888,5090
F81042,CO1 2QS,06T,Q57,Y55,8613,4170,4443
F81043,CM16 6TL,07H,Q57,Y55,18660,9002,9658
F81044,CO7 7LD,06T,Q57,Y55,6895,3327,3568
F81045,CM12 0AH,99E,Q57,Y55,2894,1458,1436
F81046,SS9 5UU,99G,Q57,Y55,4780,2365,2415
F81047,CM18 6LY,07H,Q57,Y55,9515,4687,4828
F81048,IG10 1HW,07H,Q57,Y55,12338,5938,6400
F81049,CM5 0AL,07H,Q57,Y55,10105,4907,5198
F81051,SS8 9SU,99F,Q57,Y55,7240,3645,3595
F81052,CO15 1DA,06T,Q57,Y55,14011,6599,7412
F81053,CM24 8JS,07H,Q57,Y55,8887,4394,4493
F81055,CM13 2NL,99E,Q57,Y55,13813,6754,7059
F81056,CM17 0AX,07H,Q57,Y55,8118,4015,4103
F81057,CM1 3RW,06Q,Q57,Y55,12158,5889,6269
F81060,SS14 2ER,99E,Q57,Y55,4345,2039,2306
F81061,SS5 6JH,99F,Q57,Y55,6852,3417,3435
F81062,IG6 2TA,07H,Q57,Y55,8389,4079,4310
F81065,SS6 9HR,99F,Q57,Y55,4364,2153,2211
F81066,SS5 5HQ,99F,Q57,Y55,5702,2757,2945
F81067,CO3 4LN,06T,Q57,Y55,14854,7179,7675
F81068,CO9 1EX,06Q,Q57,Y55,15778,7751,8027
F81069,CO3 0PZ,06T,Q57,Y55,6892,3385,3507
F81070,SS8 0JA,99F,Q57,Y55,6375,3186,3189
F81071,CM1 1TR,06Q,Q57,Y55,11836,5827,6009
F81072,CM16 4DA,07H,Q57,Y55,6622,3235,3387
F81073,SS0 9PT,99G,Q57,Y55,3692,1905,1787
F81074,CM1 2DY,06Q,Q57,Y55,6267,3037,3230
F81075,SS7 2NA,99F,Q57,Y55,12478,6037,6441
F81076,CM9 8RG,06Q,Q57,Y55,3901,2013,1888
F81078,CM17 9TG,07H,Q57,Y55,10539,5155,5384
F81079,CO4 3HS,06T,Q57,Y55,10957,5383,5574
F81080,CM12 0BJ,99E,Q57,Y55,12734,6132,6602
F81081,SS1 2AB,99G,Q57,Y55,24394,12354,12040
F81082,RM18 8SD,07G,Q57,Y55,4893,2443,2450
F81083,CM2 0DB,06Q,Q57,Y55,11569,5627,5942
F81084,RM16 4JD,07G,Q57,Y55,5031,2441,2590
F81085,CM15 8AB,99E,Q57,Y55,13806,6729,7077
F81086,SS2 4UB,99G,Q57,Y55,7005,3531,3474
F81087,CM7 9BY,06Q,Q57,Y55,13033,6368,6665
F81088,SS17 8HD,07G,Q57,Y55,2456,1304,1152
F81089,SS3 0HX,99F,Q57,Y55,10274,5060,5214
F81090,CM6 1AQ,07H,Q57,Y55,9387,4588,4799
F81091,CO1 2RW,06T,Q57,Y55,8239,4007,4232
F81092,SS2 6RL,99G,Q57,Y55,4167,2126,2041
F81094,CO1 1DZ,06T,Q57,Y55,13268,6553,6715
F81095,CO2 7UW,06T,Q57,Y55,10928,5444,5484
F81096,SS8 0JA,99F,Q57,Y55,10718,5155,5563
F81097,SS0 8BU,99G,Q57,Y55,14083,7058,7025
F81098,CM1 3EH,06Q,Q57,Y55,7858,3807,4051
F81099,CM9 5GP,06Q,Q57,Y55,14266,7035,7231
F81100,CM3 4QA,06Q,Q57,Y55,11157,5513,5644
F81101,SS7 1LT,99F,Q57,Y55,5877,2902,2975
F81102,CM15 8NN,99E,Q57,Y55,6300,3074,3226
F81104,CM12 9LR,99E,Q57,Y55,4548,2267,2281
F81105,CM3 3LL,06Q,Q57,Y55,16994,8281,8713
F81106,CM18 6LY,07H,Q57,Y55,9670,4722,4948
F81108,SS15 5TR,99E,Q57,Y55,13277,6416,6861
F81109,CO2 9LA,06T,Q57,Y55,5971,2640,3331
F81110,RM18 8EB,07G,Q57,Y55,2327,1160,1167
F81111,CM22 6LA,07H,Q57,Y55,5496,2742,2754
F81112,SS9 2SQ,99G,Q57,Y55,11127,5300,5827
F81113,RM16 6RS,07G,Q57,Y55,15404,7494,7910
F81114,CM2 7EZ,06Q,Q57,Y55,11594,5631,5963
F81115,CO2 7GH,06T,Q57,Y55,11501,5605,5896
F81116,CO7 0DT,06T,Q57,Y55,9953,4918,5035
F81117,CM2 7PY,06Q,Q57,Y55,11871,5887,5984
F81118,CM6 1BH,07H,Q57,Y55,13806,6727,7079
F81119,CO6 2SW,06Q,Q57,Y55,7769,3793,3976
F81120,CM20 3AX,07H,Q57,Y55,12995,6325,6670
F81121,SS1 3HD,99G,Q57,Y55,6512,3121,3391
F81122,CM1 4HW,06Q,Q57,Y55,8574,4202,4372
F81123,SS6 7JF,99F,Q57,Y55,19291,9372,9919
F81125,SS6 7DY,99F,Q57,Y55,15345,7524,7821
F81126,CM0 8SJ,06Q,Q57,Y55,9363,4688,4675
F81127,CM1 7PE,06Q,Q57,Y55,10806,5265,5541
F81128,SS9 5UU,99G,Q57,Y55,10503,5064,5439
F81129,CO1 2DL,06T,Q57,Y55,7335,3586,3749
F81130,CM0 7AY,06Q,Q57,Y55,5935,2938,2997
F81131,CM6 2QN,07H,Q57,Y55,7180,3506,3674
F81132,CM7 2AE,06Q,Q57,Y55,17751,8652,9099
F81133,CO5 0HB,06T,Q57,Y55,11345,5500,5845
F81134,RM15 6PR,07G,Q57,Y55,7111,3500,3611
F81136,IG10 4JA,07H,Q57,Y55,3479,1737,1742
F81137,RM16 3ET,07G,Q57,Y55,7464,3658,3806
F81138,CO9 3HT,06Q,Q57,Y55,3289,1637,1652
F81141,CO5 7HP,06T,Q57,Y55,10368,5198,5170
F81142,SS7 4EA,99F,Q57,Y55,6282,3094,3188
F81144,SS9 3NG,99G,Q57,Y55,16247,7668,8579
F81147,SS0 7AF,99G,Q57,Y55,4924,2495,2429
F81149,CM3 3DX,06Q,Q57,Y55,12230,6070,6160
F81150,SS15 5HL,99E,Q57,Y55,7430,3637,3793
F81151,SS13 3HQ,99E,Q57,Y55,4276,2202,2074
F81152,IG10 2NH,07H,Q57,Y55,10192,4868,5324
F81153,SS17 0PH,07G,Q57,Y55,12829,6052,6777
F81155,RM17 5NS,07G,Q57,Y55,5115,2502,2613
F81156,CO15 1NJ,06T,Q57,Y55,7629,3720,3909
F81157,CO15 5UW,06T,Q57,Y55,5370,2529,2841
F81158,SS13 3HQ,99E,Q57,Y55,3697,1746,1951
F81159,SS1 1NX,99G,Q57,Y55,3381,1689,1692
F81162,CO9 3BY,06Q,Q57,Y55,2082,1047,1035
F81163,CM4 0FA,99E,Q57,Y55,6404,3161,3243
F81164,SS0 7AF,99G,Q57,Y55,7749,3755,3994
F81165,IG9 5LT,07H,Q57,Y55,4520,2248,2272
F81168,SS16 4QX,99E,Q57,Y55,3603,1825,1778
F81169,IG9 5LP,07H,Q57,Y55,7371,3553,3818
F81170,CM3 5QH,06Q,Q57,Y55,4206,2122,2084
F81172,IG10 1SZ,07H,Q57,Y55,6727,3350,3377
F81173,CM8 1TE,06Q,Q57,Y55,6131,3023,3108
F81176,SS2 4EQ,99G,Q57,Y55,2218,1149,1069
F81177,SS17 0BY,07G,Q57,Y55,2770,1387,1383
F81180,CM1 6FF,06Q,Q57,Y55,7449,3678,3771
F81181,CM20 1DS,07H,Q57,Y55,13504,6693,6811
F81183,CM0 7TH,06Q,Q57,Y55,2713,1357,1356
F81184,RM4 1UH,07H,Q57,Y55,3646,1806,1840
F81185,CM3 5ZT,06Q,Q57,Y55,4943,2442,2501
F81186,SS13 1PN,99E,Q57,Y55,5476,2704,2772
F81192,RM16 2AP,07G,Q57,Y55,9478,4657,4821
F81193,CM8 2UX,06Q,Q57,Y55,4846,2409,2437
F81195,CB9 7ED,07H,Q57,Y55,2380,1216,1164
F81197,RM15 5SZ,07G,Q57,Y55,2539,1253,1286
F81198,SS17 8LB,07G,Q57,Y55,2572,1272,1300
F81200,SS9 3BZ,99G,Q57,Y55,3448,1742,1706
F81205,SS8 0EX,99F,Q57,Y55,6039,3111,2928
F81206,RM18 7RB,07G,Q57,Y55,9871,4904,4967
F81207,SS0 7HN,99G,Q57,Y55,1610,922,688
F81209,SS1 3AN,99G,Q57,Y55,2290,1168,1122
F81210,CB11 4AF,07H,Q57,Y55,5540,2716,2824
F81211,RM17 6SP,07G,Q57,Y55,5716,2799,2917
F81212,CO15 3AU,06T,Q57,Y55,7163,3604,3559
F81213,CO16 0EA,06T,Q57,Y55,3808,1883,1925
F81214,SS15 5TR,99E,Q57,Y55,7271,3515,3756
F81215,CM15 0HU,99E,Q57,Y55,9048,4503,4545
F81216,IG9 6BN,07H,Q57,Y55,4239,1999,2240
F81218,RM17 6HU,07G,Q57,Y55,2101,1116,985
F81219,RM17 5HB,07G,Q57,Y55,4513,2274,2239
F81221,CO12 3RS,06T,Q57,Y55,4666,2311,2355
F81222,CM12 0UA,99E,Q57,Y55,4970,2496,2474
F81223,SS9 5UU,99G,Q57,Y55,3666,1933,1733
F81606,CO12 5AD,06T,Q57,Y55,2919,1461,1458
F81608,EN9 1NP,07H,Q57,Y55,7549,3670,3879
F81613,SS3 9BX,99G,Q57,Y55,6912,3415,3497
F81618,SS7 5LN,99F,Q57,Y55,3824,1872,1952
F81619,CM20 3NT,07H,Q57,Y55,2601,1403,1198
F81622,SS3 9DT,99G,Q57,Y55,2752,1351,1401
F81623,RM17 6DB,07G,Q57,Y55,2278,1215,1063
F81632,RM15 5LP,07G,Q57,Y55,3611,1774,1837
F81633,CO11 2HD,06T,Q57,Y55,3360,1742,1618
F81635,CM8 2DZ,06Q,Q57,Y55,1737,895,842
F81636,CO4 5LE,06T,Q57,Y55,11784,5759,6025
F81639,SS0 9TW,99G,Q57,Y55,1049,606,443
F81640,SS13 1PN,99E,Q57,Y55,3266,1690,1576
F81641,RM17 5EZ,07G,Q57,Y55,3213,1645,1568
F81644,SS17 9BG,07G,Q57,Y55,1982,1024,958
F81645,SS13 3DW,99E,Q57,Y55,3881,1876,2005
F81648,CM12 9LD,99E,Q57,Y55,912,484,428
F81649,SS3 9BX,99G,Q57,Y55,3411,1703,1708
F81651,CM11 2RE,99E,Q57,Y55,3175,1591,1584
F81652,RM18 7RJ,07G,Q57,Y55,2698,1385,1313
F81656,SS1 2JJ,99G,Q57,Y55,2946,1529,1417
F81661,SS8 0JA,99F,Q57,Y55,1663,872,791
F81665,CM2 6ST,06Q,Q57,Y55,4166,2138,2028
F81666,SS15 4EZ,99E,Q57,Y55,3572,1765,1807
F81667,SS7 3XF,99F,Q57,Y55,3174,1714,1460
F81669,RM15 5GN,07G,Q57,Y55,4465,2164,2301
F81670,CO15 4UZ,06T,Q57,Y55,2938,1428,1510
F81672,CO2 7UW,06T,Q57,Y55,3062,1564,1498
F81674,CM3 4QL,06Q,Q57,Y55,2219,1131,1088
F81675,SS4 1TU,99F,Q57,Y55,2577,1303,1274
